Timestamp,Temperature,CORE 1(%),CORE 2(%),CORE 3(%),CORE 4(%),CORE 1(MHZ),CORE 2(MHZ),CORE 3(MHZ),CORE 4(MHZ),Available Mem (MHZ),CPU (%),MEM (%)
2019-11-11 22:14:19.693569,50.5,1.0,4.0,0.0,2.0,600.0,600.0,600.0,600.0,644624384,0.0,0.2
2019-11-11 22:14:21.720501,50.5,1.0,3.0,0.0,3.0,600.0,600.0,600.0,600.0,644472832,0.0,0.2
2019-11-11 22:14:23.747743,50.5,0.0,3.0,0.0,1.0,600.0,600.0,600.0,600.0,644599808,0.0,0.2
2019-11-11 22:14:25.774638,50.5,1.0,2.0,0.0,3.0,600.0,600.0,600.0,600.0,644632576,0.0,0.2
2019-11-11 22:14:27.800991,51.0,0.0,2.0,0.0,1.0,600.0,600.0,600.0,600.0,644759552,0.0,0.2
2019-11-11 22:14:29.828035,50.5,0.0,0.0,0.0,3.0,600.0,600.0,600.0,600.0,644632576,0.0,0.2
2019-11-11 22:14:31.854985,49.9,1.0,4.0,0.0,3.0,600.0,600.0,600.0,600.0,644513792,0.0,0.2
2019-11-11 22:14:33.882116,49.9,0.0,1.0,0.0,3.0,600.0,600.0,600.0,600.0,644513792,0.0,0.2
2019-11-11 22:14:35.908918,50.5,1.0,2.0,0.0,2.0,600.0,600.0,600.0,600.0,644648960,0.0,0.2
2019-11-11 22:14:37.936089,49.9,2.1,1.0,0.0,2.0,600.0,600.0,600.0,600.0,644751360,0.0,0.2
2019-11-11 22:14:39.963105,50.5,3.1,4.0,0.0,0.0,600.0,600.0,600.0,600.0,644751360,0.0,0.2
2019-11-11 22:14:41.990565,50.5,3.2,4.0,0.0,0.0,600.0,600.0,600.0,600.0,644784128,0.0,0.2
2019-11-11 22:14:44.016709,50.5,2.2,3.0,0.0,0.0,600.0,600.0,600.0,600.0,644956160,0.0,0.2
2019-11-11 22:14:46.043263,50.5,0.0,5.1,0.0,0.0,600.0,600.0,600.0,600.0,645193728,0.0,0.2
2019-11-11 22:14:48.068928,50.5,0.0,5.1,0.0,0.0,600.0,600.0,600.0,600.0,644956160,0.0,0.2
2019-11-11 22:14:50.096331,50.5,6.2,4.0,0.0,0.0,600.0,600.0,600.0,600.0,644837376,0.0,0.2
2019-11-11 22:14:52.124131,50.5,1.0,3.0,0.0,0.0,600.0,600.0,600.0,600.0,644931584,0.0,0.2
2019-11-11 22:14:54.151805,50.5,0.0,3.0,0.0,0.0,600.0,600.0,600.0,600.0,644853760,0.0,0.2
2019-11-11 22:14:56.178618,50.5,1.1,3.1,0.0,0.0,600.0,600.0,600.0,600.0,644845568,0.0,0.2
2019-11-11 22:14:58.204715,50.5,1.0,6.1,0.0,0.0,600.0,600.0,600.0,600.0,644718592,0.0,0.2
2019-11-11 22:15:00.231829,50.5,1.0,5.1,0.0,0.0,600.0,600.0,600.0,600.0,644751360,0.0,0.2
2019-11-11 22:15:02.258478,50.5,4.2,3.0,0.0,0.0,600.0,600.0,600.0,600.0,644759552,0.0,0.2
2019-11-11 22:15:04.285391,50.5,1.0,3.0,1.0,0.0,600.0,600.0,600.0,600.0,644980736,0.0,0.2
2019-11-11 22:15:06.313190,50.5,2.1,5.9,0.0,0.0,600.0,600.0,600.0,600.0,644984832,0.0,0.2
2019-11-11 22:15:08.339044,50.5,2.1,2.0,0.0,0.0,600.0,600.0,600.0,600.0,645025792,0.0,0.2
2019-11-11 22:15:10.365557,50.5,3.2,6.0,0.0,0.0,600.0,600.0,600.0,600.0,645025792,0.0,0.2
2019-11-11 22:15:12.392408,50.5,1.1,4.0,0.0,0.0,600.0,600.0,600.0,600.0,644993024,0.0,0.2
2019-11-11 22:15:14.418389,50.5,1.1,4.0,0.0,0.0,600.0,600.0,600.0,600.0,644747264,0.0,0.2
2019-11-11 22:15:16.443907,50.5,3.2,3.0,0.0,0.0,600.0,600.0,600.0,600.0,644833280,0.0,0.2
2019-11-11 22:15:18.469607,50.5,4.2,3.0,0.0,0.0,600.0,600.0,600.0,600.0,644706304,0.0,0.2
2019-11-11 22:15:20.496316,49.9,1.1,5.1,0.0,1.0,600.0,600.0,600.0,600.0,644730880,0.0,0.2
2019-11-11 22:15:22.522360,50.5,1.1,3.0,2.0,0.0,600.0,600.0,600.0,600.0,644689920,0.0,0.2
2019-11-11 22:15:24.549158,50.5,3.1,2.1,0.0,0.0,600.0,600.0,600.0,600.0,644833280,0.0,0.2
2019-11-11 22:15:26.575200,51.0,3.1,4.9,1.0,0.0,600.0,600.0,600.0,600.0,644866048,0.0,0.2
2019-11-11 22:15:28.601562,50.5,1.1,1.0,1.0,0.0,600.0,600.0,600.0,600.0,644866048,0.0,0.2
2019-11-11 22:15:30.627365,50.5,4.2,4.0,0.0,0.0,600.0,600.0,600.0,600.0,644620288,0.0,0.2
2019-11-11 22:15:32.654307,50.5,1.1,3.1,0.0,1.0,600.0,600.0,600.0,600.0,644620288,0.0,0.2
2019-11-11 22:15:34.680203,50.5,5.3,0.0,0.0,0.0,600.0,600.0,600.0,600.0,644714496,0.0,0.2
2019-11-11 22:15:36.707192,50.5,3.2,0.0,1.0,3.0,600.0,600.0,600.0,600.0,644747264,0.0,0.2
2019-11-11 22:15:38.734014,50.5,2.1,1.0,0.0,3.0,600.0,600.0,600.0,600.0,645009408,0.0,0.2
2019-11-11 22:15:40.759932,50.5,4.1,0.0,0.0,2.0,600.0,600.0,600.0,600.0,644882432,0.0,0.2
